Date,Country,Borough,Sub-region,Level 1,Level 2,Sales £m,GVA £m,Export Total £m,Total Imports £m,Number of companies,Total Number of Employees,Forecast Sales 2024/25,Forecast Sales 2025/26,Forecast Sales 2026/27,Forecast Sales 2027/28,Forecast Sales 2028/29
2023/24,UK,Camden,Central London Forward,Environmental,Noise & Vibration Control,4.463069,1.572872,0.2671452,0.2404795,4.380577,24.91801,4.685374,4.935005,5.2166,5.53511,5.896333
2023/24,UK,Camden,Central London Forward,Environmental,Recovery and Recycling,55.59291,18.2938,3.268111,2.563644,24.97001,408.7946,58.47807,61.72817,65.40247,69.57097,74.31639
2023/24,UK,Camden,Central London Forward,Environmental,Waste Management,140.6195,44.69631,7.407266,5.623406,48.48685,966.8284,146.5802,153.2416,160.6841,169.0286,178.4242
2023/24,UK,Camden,Central London Forward,Environmental,Water & Waste Water Treatment,110.0543,32.58657,5.336475,4.540216,49.26902,955.7849,113.0524,116.3497,119.9865,123.9948,128.4301
2023/24,UK,Camden,Central London Forward,Low Carbon,Additional Energy Sources,11.43674,3.714995,0.6617263,0.4862398,4.508644,83.10407,12.15787,12.97928,13.91864,14.99744,16.24156
2023/24,UK,Camden,Central London Forward,Low Carbon,Alternative Fuel Vehicle,190.4996,66.85841,12.79834,8.737531,82.01275,1329.538,204.7264,221.0724,239.8962,261.7683,287.3381
2023/24,UK,Camden,Central London Forward,Low Carbon,Alternative Fuels,349.0213,129.656,22.18978,17.18654,133.0283,2797.245,376.9518,409.2925,446.9717,490.9328,542.8609
2023/24,UK,Camden,Central London Forward,Low Carbon,Building Technologies,329.4437,119.9261,20.97501,17.30551,138.5291,2345.482,358.6117,392.6192,432.5201,479.5787,535.3685
2023/24,UK,Camden,Central London Forward,Low Carbon,Carbon Capture & Storage,3.530115,1.223739,0.1998627,0.1959655,2.033661,31.84321,3.704696,3.900721,4.121795,4.371907,4.656028
2023/24,UK,Camden,Central London Forward,Low Carbon,Carbon Finance,18.11704,7.141236,1.361291,1.313359,6.679165,118.3862,20.38347,23.10709,26.43312,30.49814,35.49508
2023/24,UK,Camden,Central London Forward,Low Carbon,Energy Management,45.39157,14.92323,2.532872,2.164649,22.79639,295.9378,47.85952,50.64317,53.79596,57.37958,61.47573
2023/24,UK,Camden,Central London Forward,Low Carbon,Nuclear Power,66.66526,23.0399,3.713763,3.957313,26.42436,637.5577,70.27308,74.34037,78.9552,84.19732,90.17365
2023/24,UK,Camden,Central London Forward,Renewable Energy,Biomass,185.4835,72.92705,10.97858,10.86937,72.62106,1438.386,199.9875,216.6902,236.0927,258.7278,285.1948
2023/24,UK,Camden,Central London Forward,Renewable Energy,Geothermal,496.278,182.1972,32.73229,29.82651,170.0648,3390.838,537.5774,585.4489,641.3001,706.8791,784.4449
2023/24,UK,Camden,Central London Forward,Renewable Energy,Hydro,7.945423,2.657495,0.4301652,0.393694,5.059349,63.97659,8.381737,8.875845,9.435723,10.07408,10.80286
2023/24,UK,Camden,Central London Forward,Renewable Energy,Photovoltaic,330.9444,127.5225,21.45305,19.41425,103.2201,2415.927,363.3738,401.5145,446.6564,500.5041,565.189
2023/24,UK,Camden,Central London Forward,Renewable Energy,Renewable Energy General Consultancy,7.64581,2.474093,0.4759909,0.3974439,3.003513,73.681,7.964144,8.319211,8.714971,9.158638,9.658103
2023/24,UK,Camden,Central London Forward,Renewable Energy,Wave & Tidal,1.134452,0.4262928,0.07935604,0.05823969,0.7364128,7.106738,1.23444,1.350776,1.486647,1.646599,1.836265
2023/24,UK,Camden,Central London Forward,Renewable Energy,Wind,317.9354,125.6502,23.00922,17.19929,98.62828,1646.278,353.2381,395.2455,445.5261,506.2641,580.2662
2023/24,UK,Croydon,South London Partnership,Environmental,Air Pollution,3.413498,1.038398,0.177216,0.1514316,1.009713,28.42287,3.537979,3.676066,3.829672,4.000931,4.192381
2023/24,UK,Croydon,South London Partnership,Environmental,Contaminated Land,3.580113,1.190196,0.1961429,0.1592621,2.975466,26.94925,3.744479,3.928343,4.134712,4.367046,4.629764
2023/24,UK,Croydon,South London Partnership,Environmental,Environmental Consultancy,1.245761,0.4111952,0.0707557,0.05545823,1.163335,10.08135,1.310307,1.383012,1.465182,1.558435,1.664518
2023/24,UK,Croydon,South London Partnership,Environmental,Environmental Monitoring,0.717833,0.2311518,0.0404533,0.03646107,0.3621501,4.634404,0.7543993,0.7955194,0.8419633,0.8946091,0.954458
2023/24,UK,Croydon,South London Partnership,Environmental,Marine Pollution Control,0.4186775,0.1401435,0.02326558,0.02053067,0.1858736,2.829257,0.4408093,0.4657843,0.4939825,0.5260143,0.5625499
2023/24,UK,Croydon,South London Partnership,Environmental,Noise & Vibration Control,2.228407,0.8179362,0.1316566,0.117659,2.170051,12.69629,2.343398,2.472939,2.619178,2.785296,2.974666
2023/24,UK,Croydon,South London Partnership,Environmental,Recovery and Recycling,21.74632,7.145606,1.177608,1.073269,8.95343,146.6442,22.89065,24.17979,25.63727,27.28981,29.17294
2023/24,UK,Croydon,South London Partnership,Environmental,Waste Management,43.57608,13.60101,2.271451,2.225944,18.86952,376.8658,45.4949,47.63661,50.03594,52.74054,55.79615
2023/24,UK,Croydon,South London Partnership,Environmental,Water & Waste Water Treatment,31.38838,9.446667,1.663383,1.343713,11.83332,230.5578,32.22976,33.1545,34.17222,35.29558,36.53796
2023/24,UK,Croydon,South London Partnership,Low Carbon,Additional Energy Sources,3.840308,1.27047,0.2105685,0.1927167,1.872148,34.56714,4.077512,4.347209,4.654341,5.006544,5.412089
2023/24,UK,Croydon,South London Partnership,Low Carbon,Alternative Fuel Vehicle,59.63699,20.61571,3.730101,3.412962,23.75545,407.7733,63.9464,68.90602,74.64043,81.29258,89.0646
2023/24,UK,Croydon,South London Partnership,Low Carbon,Alternative Fuels,105.3242,38.73642,7.709101,6.847174,36.86597,848.5863,114.6393,125.4587,138.1416,153.1211,170.9187
2023/24,UK,Croydon,South London Partnership,Low Carbon,Building Technologies,126.6929,45.28419,8.294825,6.838593,53.69652,922.7847,138.3248,151.9424,167.9522,186.908,209.5361
2023/24,UK,Croydon,South London Partnership,Low Carbon,Carbon Capture & Storage,1.890371,0.6553493,0.1054196,0.07974329,0.8960463,13.89608,1.98821,2.098482,2.223353,2.364685,2.525375
2023/24,UK,Croydon,South London Partnership,Low Carbon,Carbon Finance,14.98929,6.564836,1.339148,1.328735,5.027212,84.03506,16.80637,18.99519,21.65044,24.88156,28.84616
2023/24,UK,Croydon,South London Partnership,Low Carbon,Energy Management,12.42658,4.241205,0.7044049,0.5662173,6.929757,89.55281,13.09718,13.85474,14.7139,15.69251,16.80923
2023/24,UK,Croydon,South London Partnership,Low Carbon,Nuclear Power,8.628985,3.015629,0.493826,0.4921021,3.719378,76.78442,9.090684,9.611715,10.20179,10.8721,11.63682
2023/24,UK,Croydon,South London Partnership,Renewable Energy,Biomass,21.51059,8.281247,1.384815,1.278945,8.47811,170.9736,23.10645,24.93925,27.05951,29.53162,32.42079
2023/24,UK,Croydon,South London Partnership,Renewable Energy,Geothermal,45.37473,16.41785,3.031118,1.973572,15.79902,308.1873,49.0475,53.30603,58.26155,64.06108,70.89474
2023/24,UK,Croydon,South London Partnership,Renewable Energy,Hydro,3.441252,1.153047,0.2060931,0.1584443,1.994574,25.58197,3.629613,3.842837,4.085358,4.361763,4.677808
2023/24,UK,Croydon,South London Partnership,Renewable Energy,Photovoltaic,37.9747,14.10432,2.534082,2.063218,10.493,241.6354,41.45504,45.51867,50.29758,55.96831,62.73356
2023/24,UK,Croydon,South London Partnership,Renewable Energy,Renewable Energy General Consultancy,0.8360895,0.2714782,0.05127138,0.03354281,0.2954789,7.547717,0.8707502,0.9095471,0.9530364,1.001862,1.056807
2023/24,UK,Croydon,South London Partnership,Renewable Energy,Wave & Tidal,0.5929391,0.2213167,0.04215469,0.03665282,0.3867994,3.525874,0.6452499,0.7062111,0.7776365,0.8621074,0.9626629
2023/24,UK,Croydon,South London Partnership,Renewable Energy,Wind,137.474,53.15125,10.53434,8.59567,45.3495,766.1534,152.4682,170.2933,191.6259,217.3712,248.6592
2023/24,UK,Ealing,West London Alliance,Environmental,Air Pollution,2.760161,0.8373924,0.13955,0.1251092,0.7615513,21.81562,2.859458,2.969582,3.091962,3.228373,3.38081
2023/24,UK,Ealing,West London Alliance,Environmental,Contaminated Land,2.661089,0.876854,0.1477888,0.1398942,2.395415,21.17762,2.785675,2.925371,3.082687,3.260096,3.461378
2023/24,UK,Ealing,West London Alliance,Environmental,Environmental Consultancy,3.35586,1.10019,0.1877109,0.1573913,2.813463,25.0895,3.525695,3.716647,3.931999,4.176011,4.453695
2023/24,UK,Ealing,West London Alliance,Environmental,Environmental Monitoring,0.5105409,0.1616752,0.02718256,0.02376483,0.2513751,3.267297,0.5370313,0.5668529,0.6005784,0.6388337,0.6824324
2023/24,UK,Ealing,West London Alliance,Environmental,Marine Pollution Control,0.4535134,0.1511948,0.02788078,0.02620743,0.2018736,2.976415,0.4775529,0.5046268,0.5352096,0.5699829,0.6096717
2023/24,UK,Ealing,West London Alliance,Environmental,Noise & Vibration Control,2.23152,0.7948549,0.1300996,0.09241207,2.162121,12.52826,2.342931,2.468084,2.609459,2.769503,2.951245
2023/24,UK,Ealing,West London Alliance,Environmental,Recovery and Recycling,32.62017,10.52849,1.858494,1.60109,15.07668,247.3932,34.25214,36.08493,38.15213,40.49391,43.15855
2023/24,UK,Ealing,West London Alliance,Environmental,Waste Management,29.35367,9.468471,1.448057,1.228,12.27024,238.4749,30.58449,31.95802,33.49548,35.22167,37.16329
2023/24,UK,Ealing,West London Alliance,Environmental,Water & Waste Water Treatment,28.31988,8.585725,1.340151,1.231543,10.9364,210.4763,29.07462,29.90524,30.82003,31.82878,32.94376
2023/24,UK,Ealing,West London Alliance,Low Carbon,Additional Energy Sources,6.507703,2.093518,0.3600411,0.3212243,2.869352,53.26883,6.900982,7.347684,7.857547,8.440433,9.110369
2023/24,UK,Ealing,West London Alliance,Low Carbon,Alternative Fuel Vehicle,49.25145,17.99146,2.886648,3.090861,24.05003,399.2576,53.07472,57.49344,62.62905,68.62613,75.69664
2023/24,UK,Ealing,West London Alliance,Low Carbon,Alternative Fuels,94.79551,34.08349,6.186434,5.962516,38.52866,849.8855,102.8906,112.2984,123.3376,136.308,151.6104
2023/24,UK,Ealing,West London Alliance,Low Carbon,Building Technologies,90.54925,33.5439,5.855995,4.415746,35.08823,600.5233,98.78016,108.3871,119.674,133.0257,148.9322
2023/24,UK,Ealing,West London Alliance,Low Carbon,Carbon Capture & Storage,2.281504,0.8063182,0.1314754,0.1227266,1.246216,19.60582,2.396151,2.525124,2.670685,2.835358,3.022343
2023/24,UK,Ealing,West London Alliance,Low Carbon,Carbon Finance,13.82356,5.92329,1.20902,0.7632084,4.48046,91.99649,15.71362,18.0182,20.85519,24.38076,28.79725
2023/24,UK,Ealing,West London Alliance,Low Carbon,Energy Management,13.43451,4.606177,0.7429264,0.5954199,6.889071,87.97493,14.15728,14.97204,15.89478,16.94447,18.14204
2023/24,UK,Ealing,West London Alliance,Low Carbon,Nuclear Power,11.05895,3.881019,0.6664529,0.5510035,5.035319,111.4594,11.64416,12.30399,13.05039,13.89792,14.8631
2023/24,UK,Ealing,West London Alliance,Renewable Energy,Biomass,37.84324,14.0838,2.709822,2.300537,14.51063,276.2508,40.70907,44.00952,47.83626,52.30329,57.54197
2023/24,UK,Ealing,West London Alliance,Renewable Energy,Geothermal,87.75771,32.15866,5.622141,4.501544,28.32515,556.8057,95.03199,103.4724,113.324,124.8943,138.5475
2023/24,UK,Ealing,West London Alliance,Renewable Energy,Hydro,4.929664,1.590948,0.260331,0.2425676,2.738546,35.77792,5.176115,5.453426,5.767052,6.122378,6.526548
2023/24,UK,Ealing,West London Alliance,Renewable Energy,Photovoltaic,54.55607,20.5412,3.61705,3.299563,16.29367,365.7996,59.7398,65.81939,72.99611,81.52272,91.73119
2023/24,UK,Ealing,West London Alliance,Renewable Energy,Renewable Energy General Consultancy,2.060005,0.6913341,0.1089496,0.1313307,0.6189508,15.52317,2.144301,2.23825,2.343118,2.460214,2.591653
2023/24,UK,Ealing,West London Alliance,Renewable Energy,Wave & Tidal,0.6293133,0.2474339,0.04485097,0.03549551,0.4635742,4.291981,0.685057,0.750079,0.8263885,0.9164726,1.023642
2023/24,UK,Ealing,West London Alliance,Renewable Energy,Wind,127.4843,52.74223,10.31828,6.700606,46.86178,808.9999,141.1072,157.2437,176.5191,199.712,227.8392
2023/24,UK,Enfield,Local London,Environmental,Air Pollution,3.544453,1.094084,0.1771327,0.1691758,0.9679241,27.17093,3.675204,3.820535,3.982142,4.162374,4.364065
2023/24,UK,Enfield,Local London,Environmental,Contaminated Land,3.268681,1.042741,0.1615734,0.1479713,3.010118,27.26108,3.421684,3.593075,3.785928,4.003474,4.249775
2023/24,UK,Enfield,Local London,Environmental,Environmental Consultancy,3.163332,1.040037,0.187485,0.1574102,2.573574,22.59293,3.325789,3.508614,3.715186,3.949073,4.215205
2023/24,UK,Enfield,Local London,Environmental,Environmental Monitoring,0.7385997,0.238671,0.04143938,0.03357827,0.3626993,4.659794,0.7763581,0.8188506,0.8668377,0.9212975,0.983296
2023/24,UK,Enfield,Local London,Environmental,Marine Pollution Control,0.5122491,0.1626911,0.02874569,0.0262033,0.2268897,3.493945,0.5397843,0.5708647,0.6060836,0.6461922,0.691973
2023/24,UK,Enfield,Local London,Environmental,Noise & Vibration Control,1.913568,0.6867803,0.1210981,0.08842884,1.996081,11.83763,2.013939,2.127018,2.255093,2.400597,2.566255
2023/24,UK,Enfield,Local London,Environmental,Recovery and Recycling,71.88724,23.78026,3.959735,2.939108,34.3388,570.2268,75.62338,79.82798,84.57729,89.96625,96.09971
2023/24,UK,Enfield,Local London,Environmental,Waste Management,37.9733,12.0769,1.973649,2.086629,16.64238,327.1549,39.62975,41.47896,43.55049,45.87519,48.50019
2023/24,UK,Enfield,Local London,Environmental,Water & Waste Water Treatment,33.66442,10.10513,1.60597,1.487511,13.98335,269.078,34.53594,35.49423,36.55047,37.7149,38.99897
2023/24,UK,Enfield,Local London,Low Carbon,Additional Energy Sources,6.920077,2.204803,0.4012351,0.3364999,2.868773,52.96346,7.336231,7.808732,8.347804,8.964945,9.675439
2023/24,UK,Enfield,Local London,Low Carbon,Alternative Fuel Vehicle,39.81439,13.29893,2.579115,1.93747,17.46352,281.5802,42.96173,46.59135,50.80903,55.75065,61.55522
2023/24,UK,Enfield,Local London,Low Carbon,Alternative Fuels,65.7563,23.01803,4.066774,3.285041,28.84098,617.2574,71.10266,77.28595,84.49072,92.93689,102.8972
2023/24,UK,Enfield,Local London,Low Carbon,Building Technologies,105.7794,38.8254,7.10165,5.081881,44.21635,755.3449,115.5902,127.0801,140.5781,156.5524,175.5925
2023/24,UK,Enfield,Local London,Low Carbon,Carbon Capture & Storage,2.706265,0.9580399,0.1584568,0.1395327,1.589688,24.36736,2.841277,2.992897,3.163683,3.356945,3.576499
2023/24,UK,Enfield,Local London,Low Carbon,Carbon Finance,6.276445,2.546912,0.463917,0.3398521,1.863166,18.96337,7.070861,8.029057,9.193824,10.62918,12.41306
2023/24,UK,Enfield,Local London,Low Carbon,Energy Management,8.687363,2.831034,0.4881267,0.4375105,4.982622,63.09253,9.158127,9.688966,10.28992,10.97209,11.75074
2023/24,UK,Enfield,Local London,Low Carbon,Nuclear Power,10.49996,3.53213,0.5597968,0.5014575,4.713591,108.9366,11.05339,11.67732,12.38345,13.18549,14.09949
2023/24,UK,Enfield,Local London,Renewable Energy,Biomass,45.80914,17.13545,2.792127,2.928773,16.39641,323.687,49.35971,53.46223,58.21684,63.74561,70.23114
2023/24,UK,Enfield,Local London,Renewable Energy,Geothermal,89.58559,32.89954,5.736488,4.99011,31.06221,618.1227,97.25816,106.1789,116.6303,128.901,143.4573
2023/24,UK,Enfield,Local London,Renewable Energy,Hydro,4.350814,1.412419,0.2648644,0.2010437,2.892948,37.49836,4.589833,4.859106,5.164467,5.511813,5.908922
2023/24,UK,Enfield,Local London,Renewable Energy,Photovoltaic,53.47861,19.91136,3.8676,2.98057,16.04596,374.1558,58.65091,64.72361,71.89983,80.42853,90.64655
2023/24,UK,Enfield,Local London,Renewable Energy,Renewable Energy General Consultancy,2.52094,0.8447988,0.1313756,0.1360855,0.8883073,22.32382,2.627512,2.74651,2.879722,3.029126,3.197469
2023/24,UK,Enfield,Local London,Renewable Energy,Wave & Tidal,0.7054401,0.270145,0.0484348,0.03770412,0.4608155,4.183758,0.76658,0.8375946,0.920597,1.018532,1.134733
2023/24,UK,Enfield,Local London,Renewable Energy,Wind,233.1907,92.35492,16.01383,14.06398,81.01725,1376.448,258.9355,289.5767,326.2909,370.6305,424.5557
2023/24,UK,Greewich,Local London,Environmental,Air Pollution,2.084944,0.631801,0.1064424,0.08738939,0.6296781,17.1502,2.162297,2.248186,2.343728,2.450405,2.56976
2023/24,UK,Greewich,Local London,Environmental,Contaminated Land,1.335885,0.4339804,0.07327931,0.0685621,1.151934,10.16671,1.397319,1.466124,1.543474,1.630728,1.729539
2023/24,UK,Greewich,Local London,Environmental,Environmental Consultancy,0.6816785,0.2232853,0.03871926,0.03284868,0.602366,5.25998,0.7159842,0.7546155,0.7982677,0.8476366,0.9038311
2023/24,UK,Greewich,Local London,Environmental,Environmental Monitoring,0.6970187,0.2215533,0.03770022,0.03445851,0.3702998,4.522935,0.7327902,0.7731156,0.8187224,0.8704907,0.929393
2023/24,UK,Greewich,Local London,Environmental,Marine Pollution Control,0.4877744,0.15878,0.02747665,0.02139254,0.2178064,3.083544,0.5130026,0.5413814,0.5734725,0.609807,0.6511506
2023/24,UK,Greewich,Local London,Environmental,Noise & Vibration Control,1.293575,0.4494627,0.07837178,0.06845746,1.340227,7.694931,1.356039,1.426188,1.505306,1.59476,1.696256
2023/24,UK,Greewich,Local London,Environmental,Recovery and Recycling,20.24945,6.54065,1.137217,0.8797952,8.426856,138.5253,21.26013,22.3969,23.67902,25.13005,26.78029
2023/24,UK,Greewich,Local London,Environmental,Waste Management,15.60001,4.937162,0.94792,0.6932943,6.754601,130.2787,16.24497,16.96445,17.7685,18.6701,19.68502
2023/24,UK,Greewich,Local London,Environmental,Water & Waste Water Treatment,41.37567,12.56206,1.988441,1.85938,17.90862,354.3447,42.47695,43.68698,45.0188,46.48899,48.11419
2023/24,UK,Greewich,Local London,Low Carbon,Additional Energy Sources,3.290681,1.073073,0.1786111,0.1651616,1.292118,24.18892,3.489963,3.716407,3.974636,4.269915,4.609809
2023/24,UK,Greewich,Local London,Low Carbon,Alternative Fuel Vehicle,35.18447,12.05953,2.323858,1.898578,12.58047,212.1402,37.86466,40.95186,44.52535,48.70036,53.59001
2023/24,UK,Greewich,Local London,Low Carbon,Alternative Fuels,54.97071,19.73481,2.928557,3.190253,20.25759,435.645,59.1255,63.9188,69.46038,75.91817,83.47055
2023/24,UK,Greewich,Local London,Low Carbon,Building Technologies,43.34448,15.68214,2.972774,2.697843,18.66592,315.8234,47.20374,51.71344,57.00122,63.24631,70.66115
2023/24,UK,Greewich,Local London,Low Carbon,Carbon Capture & Storage,1.394827,0.4627597,0.08452723,0.06988333,0.6770358,10.4237,1.467972,1.550351,1.643609,1.749396,1.86982
2023/24,UK,Greewich,Local London,Low Carbon,Carbon Finance,9.661719,4.413211,0.6996176,0.6032628,3.314543,59.76697,10.89059,12.37341,14.17294,16.38318,19.12264
2023/24,UK,Greewich,Local London,Low Carbon,Energy Management,6.969358,2.266749,0.4143744,0.3482705,3.615069,45.72159,7.355036,7.791575,8.287266,8.852232,9.499397
2023/24,UK,Greewich,Local London,Low Carbon,Nuclear Power,4.538714,1.511404,0.2652828,0.207198,1.887581,39.27517,4.781397,5.055202,5.364975,5.717014,6.118511
2023/24,UK,Greewich,Local London,Renewable Energy,Biomass,9.825127,3.657451,0.5899715,0.6420138,4.129901,81.30297,10.54155,11.36733,12.31975,13.4258,14.71439
2023/24,UK,Greewich,Local London,Renewable Energy,Geothermal,29.64803,10.64463,1.877296,1.751338,10.12696,200.5348,32.14678,35.04862,38.4332,42.40934,47.11037
2023/24,UK,Greewich,Local London,Renewable Energy,Hydro,1.493572,0.4978405,0.08147703,0.08411314,0.9701141,12.81275,1.572862,1.662447,1.763822,1.879041,2.01047
2023/24,UK,Greewich,Local London,Renewable Energy,Photovoltaic,18.41751,7.199877,1.336892,1.200625,5.523119,126.8377,20.18353,22.25625,24.70379,27.61723,31.10452
2023/24,UK,Greewich,Local London,Renewable Energy,Renewable Energy General Consultancy,0.6418486,0.2119076,0.0313994,0.03165467,0.2107877,5.484029,0.6692289,0.6997446,0.7339721,0.7724319,0.8158077
2023/24,UK,Greewich,Local London,Renewable Energy,Wave & Tidal,0.2751077,0.1074155,0.01789625,0.01912518,0.1981185,1.873064,0.2992092,0.3272951,0.3601295,0.3988609,0.44488
2023/24,UK,Greewich,Local London,Renewable Energy,Wind,67.57097,26.13935,4.952496,4.011728,23.96701,406.609,74.74982,83.25909,93.42921,105.6758,120.519
2023/24,UK,Hackney,Central London Forward,Environmental,Air Pollution,2.284498,0.7005538,0.1137689,0.1055454,0.7325582,20.76409,2.367968,2.460541,2.563543,2.678432,2.806834
2023/24,UK,Hackney,Central London Forward,Environmental,Contaminated Land,4.693442,1.513969,0.2573051,0.2182099,4.090249,36.99779,4.912696,5.158323,5.43476,5.746761,6.100508
2023/24,UK,Hackney,Central London Forward,Environmental,Environmental Consultancy,4.667706,1.558894,0.2673617,0.2033081,4.065594,36.11571,4.901766,5.164792,5.461579,5.797038,6.178456
2023/24,UK,Hackney,Central London Forward,Environmental,Environmental Monitoring,3.460879,1.158322,0.1832889,0.1573987,1.765651,22.52291,3.634517,3.830076,4.050693,4.30042,4.584517
2023/24,UK,Hackney,Central London Forward,Environmental,Marine Pollution Control,2.167359,0.6963558,0.1101241,0.1092894,0.9408043,13.8116,2.284849,2.417498,2.567503,2.738104,2.933052
2023/24,UK,Hackney,Central London Forward,Environmental,Noise & Vibration Control,1.921165,0.6875124,0.1137791,0.1051151,1.938396,11.33047,2.0176,2.126092,2.248339,2.386592,2.543234
2023/24,UK,Hackney,Central London Forward,Environmental,Recovery and Recycling,74.77027,24.0904,4.063816,3.797821,29.70339,480.9973,78.58712,82.87822,87.72138,93.214,99.46364
2023/24,UK,Hackney,Central London Forward,Environmental,Waste Management,57.53172,18.11719,2.936157,2.746902,23.94821,471.6519,59.98532,62.7251,65.78846,69.22444,73.09911
2023/24,UK,Hackney,Central London Forward,Environmental,Water & Waste Water Treatment,148.3025,44.15304,7.032711,6.597537,73.25268,1398.538,152.3428,156.7814,161.6677,167.0558,173.0107
2023/24,UK,Hackney,Central London Forward,Low Carbon,Additional Energy Sources,5.799821,1.870906,0.3106462,0.245127,2.580468,48.21814,6.156761,6.561986,7.024395,7.554476,8.16516
2023/24,UK,Hackney,Central London Forward,Low Carbon,Alternative Fuel Vehicle,52.5635,18.14978,3.523188,2.247282,21.33085,345.6298,56.76922,61.61953,67.26275,73.85087,81.59829
2023/24,UK,Hackney,Central London Forward,Low Carbon,Alternative Fuels,80.13873,28.83117,5.207275,4.924816,34.4778,754.7476,86.7629,94.45082,103.405,113.9052,126.3033
2023/24,UK,Hackney,Central London Forward,Low Carbon,Building Technologies,168.3875,59.87985,10.99072,9.572972,70.53874,1176.442,183.7744,201.7563,222.8697,247.8748,277.6611
2023/24,UK,Hackney,Central London Forward,Low Carbon,Carbon Capture & Storage,2.624,0.9206607,0.1544839,0.1185536,1.419032,22.28018,2.756463,2.905375,3.073391,3.263838,3.480547
2023/24,UK,Hackney,Central London Forward,Low Carbon,Carbon Finance,16.74658,6.618859,1.5648,1.371656,5.224292,108.0573,18.9416,21.61648,24.86878,28.9002,33.95189
2023/24,UK,Hackney,Central London Forward,Low Carbon,Energy Management,11.84525,3.964235,0.637204,0.5340406,5.914679,75.83508,12.47635,13.18756,13.99255,14.90759,15.95043
2023/24,UK,Hackney,Central London Forward,Low Carbon,Nuclear Power,19.31285,6.555344,1.096953,0.9231884,7.679073,187.7178,20.35903,21.54106,22.87893,24.40183,26.14566
2023/24,UK,Hackney,Central London Forward,Renewable Energy,Biomass,58.76756,23.45774,4.129033,2.950167,24.80509,493.9133,63.09114,68.05756,73.79784,80.46675,88.25529
2023/24,UK,Hackney,Central London Forward,Renewable Energy,Geothermal,166.9428,60.63507,10.75403,8.442544,56.69517,1141.584,180.7608,196.7735,215.4243,237.3049,263.1103
2023/24,UK,Hackney,Central London Forward,Renewable Energy,Hydro,5.163977,1.692688,0.2909651,0.2299064,2.631894,34.89148,5.444578,5.761202,6.119795,6.52746,6.992518
2023/24,UK,Hackney,Central London Forward,Renewable Energy,Photovoltaic,92.52624,35.11131,6.208051,5.829183,27.13755,620.4335,101.9922,113.1713,126.4908,142.4428,161.6781
2023/24,UK,Hackney,Central London Forward,Renewable Energy,Renewable Energy General Consultancy,3.935683,1.274582,0.2339916,0.1683764,1.372284,33.31824,4.101829,4.287279,4.494772,4.727379,4.989186
2023/24,UK,Hackney,Central London Forward,Renewable Energy,Wave & Tidal,0.6447165,0.242313,0.04280818,0.03935011,0.3997416,3.769347,0.6990525,0.7620648,0.835597,0.9218481,1.023785
2023/24,UK,Hackney,Central London Forward,Renewable Energy,Wind,200.5815,77.73888,15.07631,14.23167,72.61144,1214.546,222.2714,248.0087,278.8237,315.9615,361.1887
2023/24,UK,Hammersmith and Fullam,West London Alliance,Environmental,Air Pollution,1.294387,0.3935017,0.06648949,0.05115827,0.3842923,10.9245,1.342218,1.395347,1.454451,1.520338,1.594049
2023/24,UK,Hammersmith and Fullam,West London Alliance,Environmental,Contaminated Land,1.933267,0.6311847,0.1033597,0.08896158,1.630012,14.67463,2.024425,2.126714,2.241933,2.371925,2.519009
2023/24,UK,Hammersmith and Fullam,West London Alliance,Environmental,Environmental Consultancy,2.199754,0.7262904,0.115319,0.1062468,1.882074,16.32275,2.309023,2.431736,2.570026,2.726587,2.904425
2023/24,UK,Hammersmith and Fullam,West London Alliance,Environmental,Environmental Monitoring,0.1801669,0.06033924,0.009834461,0.008154791,0.09693684,1.192907,0.1893431,0.199662,0.2113256,0.2245275,0.2395495
2023/24,UK,Hammersmith and Fullam,West London Alliance,Environmental,Marine Pollution Control,0.1640926,0.05311871,0.009123964,0.00838962,0.06951491,1.011049,0.172695,0.1823864,0.1933183,0.2057182,0.2198639
2023/24,UK,Hammersmith and Fullam,West London Alliance,Environmental,Noise & Vibration Control,0.8108368,0.2939128,0.05153667,0.05102945,0.8291945,4.7401,0.8519827,0.8983025,0.9506275,1.009878,1.077248
2023/24,UK,Hammersmith and Fullam,West London Alliance,Environmental,Recovery and Recycling,6.266893,2.018185,0.3416705,0.325732,2.574165,42.22209,6.589297,6.952385,7.36311,7.829047,8.359288
2023/24,UK,Hammersmith and Fullam,West London Alliance,Environmental,Waste Management,25.67524,7.790781,1.278158,1.113476,9.651571,190.8949,26.78754,28.03134,29.42427,30.98831,32.75153
2023/24,UK,Hammersmith and Fullam,West London Alliance,Environmental,Water & Waste Water Treatment,9.488632,2.845952,0.4423197,0.4022247,3.986537,76.67654,9.745771,10.02835,10.34008,10.68361,11.06302
2023/24,UK,Hammersmith and Fullam,West London Alliance,Low Carbon,Additional Energy Sources,2.657923,0.8511656,0.1513787,0.1298962,1.107445,20.47754,2.825583,3.016585,3.235003,3.485883,3.774962
2023/24,UK,Hammersmith and Fullam,West London Alliance,Low Carbon,Alternative Fuel Vehicle,89.72724,32.60759,5.873333,4.905127,32.51887,550.9144,96.76217,104.902,114.3448,125.3705,138.3151
2023/24,UK,Hammersmith and Fullam,West London Alliance,Low Carbon,Alternative Fuels,140.6827,49.37078,7.681253,7.794198,53.78121,1159.69,152.8907,167.1368,183.7845,203.3663,226.6837
