name,modeName,date,statusSeverity,statusSeverityDescription,reason,disruptionDescription,closureText
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
,bus,,,,,,
